,TTR,asesõnade_esimese_isiku_osaarv,asesõnade_kolmanda_isiku_osaarv,asesõnade_teise_isiku_osaarv,emotikonide_arv,kaudse_kõneviisi_osakaal,kirjavigadega_osaarv,kokkukleepunud_kirjavahemärkide_arv,korduvate_sõnade_arv,korduvate_tähtede_arv,käändsõnade_osaarv,lemmapikkuse_osaarv,luhemate_tundmatute_osakaal,läbinisti_suur,nud-partitsiibiga_verbide_osakaal,passiivi_osakaal,puuduva_suure_algustähega,verbide_esimese_isiku_osaarv,verbide_kolmanda_isiku_osaarv,verbide_teise_isiku_osaarv,formaadivead,keelevead,koos,laensõnad,lühendid,murdeline,märgiasendused,märgikordused,numbrivead,omasõnad,partiklid,sõnaliited,toorlaenud,Ühendsõnastikust,formaalsus,spontaansus
www_snap_ee.ela_623342.txt,0.7608695652173914,0.0,0.0,0.0,0,0.0,0.019230769230769232,0,0,0,0.5897435897435898,4.477124183006536,0.00641025641025641,0.0375,0.0,0.047619047619047616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25
www_riigikogu_ee.ela_224866.txt,0.6653696498054474,0.6,0.1,0.3,0,0.0,0.006666666666666667,0,0,0,0.41333333333333333,5.037414965986395,0.0033333333333333335,0.0,0.031746031746031744,0.07936507936507936,0.0,0.20833333333333334,0.5833333333333334,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45333333333333337,0.48
www_eestikirik_ee.ela_530609.txt,0.5833333333333334,0.9230769230769231,0.07692307692307693,0.0,0,0.0,0.0,0,0,0,0.22404371584699453,4.273291925465839,0.0,0.0,0.03508771929824561,0.07017543859649122,0.0,0.2777777777777778,0.5,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22333333333333336,0.29333333333333333
www_jeesusekristusekirik_ee.ela_65555.txt,0.8137254901960784,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.5826086956521739,4.947826086956522,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27666666666666667,0.5
www_nami-nami_ee.ela_456341.txt,0.6694915254237288,0.0,0.0,0.0,0,0.0,0.006711409395973154,0,0,0,0.4563758389261745,4.6838235294117645,0.0,0.00847457627118644,0.05405405405405406,0.02702702702702703,0.0,1.0,0.0,0.0,0.0,0.0,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409395973154,0.16666666666666666,0.38999999999999996
www_vnl_ee.ela_670256.txt,0.6258503401360545,0.0,1.0,0.0,0,0.0,0.024096385542168676,0,0,0,0.5060240963855421,5.0,0.012048192771084338,0.0,0.046511627906976744,0.16279069767441862,0.008849557522123894,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4766666666666666,0.25
www_maaleht_ee.ela_246360.txt,0.7850467289719626,0.0,1.0,0.0,0,0.0,0.01652892561983471,0,0,1,0.48760330578512395,4.574626865671642,0.01652892561983471,0.018867924528301886,0.13793103448275862,0.034482758620689655,0.009433962264150943,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45333333333333337,0.25
uuseesti_ee.ela_112397.txt,0.7894736842105263,0.0,0.0,0.0,0,0.0,0.060240963855421686,0,0,0,0.6024096385542169,5.673684210526316,0.060240963855421686,0.07547169811320754,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
kalah_zzz_ee.ela_73709.txt,0.7368421052631579,0.25,0.375,0.375,0,0.0,0.012145748987854251,0,0,18,0.3360323886639676,4.684210526315789,0.008097165991902834,0.023923444976076555,0.08571428571428572,0.07142857142857142,0.0,0.047619047619047616,0.5238095238095238,0.42857142857142855,0.0,0.004048582995951417,0.004048582995951417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22333333333333336,0.5499999999999999
rahvahaal_delfi_ee.ela_388979.txt,0.6457142857142857,0.4444444444444444,0.3888888888888889,0.16666666666666666,0,0.0,0.0070921985815602835,0,0,0,0.3947990543735225,4.840616966580977,0.0070921985815602835,0.002881844380403458,0.05555555555555555,0.027777777777777776,0.01729106628242075,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.01182033096926714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364066193853428,0.009456264775413711,0.16666666666666666,0.43
